Country,State,City,Lat,Log
India,Andhra Pradesh,Achampet,16.399,78.637
Iran,Kermān,Moḩammadābād,28.6517,59.0158
United Kingdom,"Bournemouth, Christchurch and Poole",Boscombe,50.725,-1.84
United Kingdom,Milton Keynes,Great Linford,52.068,-0.7637
Guatemala,Quetzaltenango,Palestina de los Altos,14.9333,-91.7
Brazil,Amazonas,Beruri,-3.9022,-61.3714
Haiti,Nippes,Arnaud,18.4481,-73.387
United States,Pennsylvania,Limerick,40.2323,-75.5344
Brazil,Bahia,Oliveira dos Brejinhos,-12.3169,-42.8958
China,Hebei,Hanmayingcun,41.2636,117.8596
Mauritius,Rivière du Rempart,Goodlands,-20.035,57.6431
Kyrgyzstan,Chüy,Lebedinovka,42.88,74.68
Philippines,Leyte,Tolosa,11.0633,125.0353
United States,Illinois,Grayslake,42.3405,-88.0338
Brazil,Minas Gerais,Divino,-20.6139,-42.1489
Portugal,Portalegre,Elvas,38.88,-7.1628
Russia,Samarskaya Oblast’,Oktyabrsk,53.1667,48.6667
United States,South Carolina,Wade Hampton,34.8821,-82.3336
United States,Colorado,Montrose,38.4689,-107.859
Mali,Gao,Ménaka,15.9167,2.4
Slovakia,Prešov,Vranov nad Topľou,48.8806,21.6731
Brazil,Maranhão,São João Batista,-2.9553,-44.8069
Brazil,Bahia,Guaratinga,-16.5856,-39.7819
India,Madhya Pradesh,Kolāras,25.2193,77.6117
United States,New York,Lockport,43.1698,-78.6956
Philippines,Isabela,Luna,16.97,121.73
Brazil,Minas Gerais,Campestre,-21.7108,-46.2458
Brazil,Alagoas,Olho d’Água das Flores,-9.5358,-37.2939
Finland,Pirkanmaa,Valkeakoski,61.2667,24.0333
India,Kerala,Chithara,8.8025,76.9792
United States,Michigan,Marquette,46.544,-87.4082
United Kingdom,Bolton,Horwich,53.592,-2.54
Italy,Tuscany,Montecatini Terme,43.8828,10.7711
Brazil,Pará,São João de Pirabas,-0.7689,-47.1739
India,Madhya Pradesh,Baroda,25.5,76.65
Bolivia,Santa Cruz,San Julián,-16.9064,-62.6169
Canada,Quebec,Baie-Comeau,49.2167,-68.15
France,Hauts-de-France,Halluin,50.7836,3.1256
Italy,Veneto,Bussolengo,45.4667,10.85
Mali,Mopti,Soye,14.2281,-4.2783
France,Grand Est,Lingolsheim,48.56,7.68
Germany,Rhineland-Palatinate,Schifferstadt,49.3833,8.3667
Tunisia,Sousse,Zaouiet Sousse,35.7833,10.6333
United Kingdom,Oldham,Failsworth,53.5102,-2.1575
Italy,Marche,Recanati,43.3986,13.5525
United States,Florida,West Pensacola,30.4263,-87.2679
Italy,Lombardy,Cornaredo,45.4882,9.0247
United States,Minnesota,Northfield,44.455,-93.1698
United States,Minnesota,Forest Lake,45.2536,-92.9582
Brazil,Pernambuco,Altinho,-8.49,-36.0589
France,Hauts-de-France,Wasquehal,50.6694,3.1308
United Kingdom,Leeds,Kirkstall,53.816,-1.602
United States,Tennessee,Tullahoma,35.3721,-86.2172
Belgium,Flanders,Wuustwezel,51.3922,4.5942
Turkey,Giresun,Tirebolu,41.0056,38.8167
Argentina,Salta,Profesor Salvador Mazza,-22.05,-63.7
Germany,North Rhine-Westphalia,Wachtberg,50.6167,7.1333
Poland,Warmińsko-Mazurskie,Działdowo,53.2333,20.1833
Central African Republic,Ouham-Pendé,Bozoum,6.3172,16.3783
Costa Rica,San José,Guadalupe,9.9494,-84.0512
Azerbaijan,İsmayıllı,İsmayıllı,40.7847,48.1514
Brazil,Pernambuco,Lagoa do Itaenga,-7.9167,-35.3333
India,Kerala,Muttatōdi,12.5417,75.0194
Germany,North Rhine-Westphalia,Meinerzhagen,51.1167,7.6333
Gabon,Ogooué-Ivindo,Makokou,0.5667,12.8667
Germany,Hesse,Nidderau,50.25,8.9
Norway,Viken,Ås,59.6667,10.8
Philippines,Ifugao,Banaue,16.9119,121.0614
Spain,Canary Islands,Los Llanos de Aridane,28.65,-17.9
Tunisia,Gabès,Métouia,33.9667,10
Cuba,Mayabeque,Melena del Sur,22.7814,-82.1486
Italy,Sicilia,Piazza Armerina,37.3833,14.3667
India,Andhra Pradesh,Vinjamūr,15.1167,79.4167
Finland,Varsinais-Suomi,Lieto,60.505,22.4583
United States,Maine,Saco,43.539,-70.4624
Algeria,Bordj Bou Arréridj,El Hammadia,35.9833,4.75
Serbia,Kladovo,Kladovo,44.6039,22.6072
Costa Rica,Heredia,San Isidro,10.0299,-84.0431
United Kingdom,Derbyshire,Ripley,53.05,-1.407
United States,Minnesota,South St. Paul,44.8877,-93.0411
France,Bretagne,Concarneau,47.8761,-3.9178
Guatemala,Chimaltenango,Parramos,14.6078,-90.8031
Angola,Lunda-Norte,Lubalo,-9.15,19.2833
Benin,Alibori,Bagou,10.8147,2.7164
Madagascar,Toliara,Miandrivazo,-19.5239,45.4573
Morocco,Casablanca-Settat,Sidi Rahal,33.7897,-7.1575
Japan,Fukushima,Yanagawamachi-saiwaichō,37.85,140.6
Algeria,Mostaganem,Sour,36.0006,0.3414
United States,Nevada,Elko,40.8381,-115.7678
India,Andhra Pradesh,Kāmalāpuram,14.5833,78.65
Brazil,Espírito Santo,Santa Teresa,-19.9358,-40.6
France,Hauts-de-France,Denain,50.3294,3.3958
United States,Florida,Groveland,28.6098,-81.8246
Argentina,Santa Fe,Arroyo Seco,-33.1667,-60.5
Nicaragua,Estelí,Pueblo Nuevo,13.3833,-86.4833
Mexico,Puebla,Chachahuantla,20.2756,-98.1503
Mexico,Puebla,Pahuatlán de Valle,20.2756,-98.1503
Finland,Pohjois-Savo,Iisalmi,63.5567,27.1883
United States,California,Shafter,35.4794,-119.2013
Brazil,Bahia,Maraú,-14.1039,-39.0149
Germany,North Rhine-Westphalia,Bockum,51.3333,6.5667
Italy,Molise,Isernia,41.6028,14.2397
United States,Ohio,Parma Heights,41.3865,-81.7637
Norway,Rogaland,Kleppe,58.7667,5.6667
India,Bihār,Hardi,26.0785,86.6809
Spain,Andalusia,Huércal-Overa,37.3833,-1.9333
Thailand,Nong Bua Lamphu,Na Klang,17.3072,102.1889
United States,Kansas,Pittsburg,37.4129,-94.6985
United States,Oklahoma,Bethany,35.5071,-97.6418
Romania,Mureş,Târnăveni,46.3297,24.27
United States,New Jersey,Pleasantville,39.39,-74.5169
Egypt,Al Minyā,Al Qays,28.4833,30.7833
Vietnam,Thanh Hóa,Tân Phong,19.7322,105.7817
Bulgaria,Sofia,Botevgrad,42.9,23.78
France,Bretagne,Fougères,48.3525,-1.1986
Costa Rica,Cartago,Paraíso,9.8322,-83.8461
Ireland,Kildare,Celbridge,53.3416,-6.5442
Tajikistan,Sughd,Ghafurov,40.22,69.73
Uzbekistan,Qashqadaryo,Yakkabog‘,38.98,66.68
Germany,Lower Saxony,Schwanewede,53.2333,8.6
Egypt,Al Gharbīyah,Sunbāţ,30.8057,31.207
Spain,Catalonia,Bañolas,42.1194,2.7664
United States,Washington,Arlington,48.1701,-122.1442
India,Kerala,Patuvilāyi,11.8667,75.5194
Mexico,Puebla,Tepexi de Rodríguez,18.5833,-97.9333
Ghana,Eastern,Somanya,6.1055,-0.015
Chile,Ñuble,Bulnes,-36.7425,-72.2983
United States,Iowa,Altoona,41.6483,-93.4783
Armenia,Syunik’,Goris,39.5111,46.3417
China,Yunnan,Manbengtang,22.146,100.936
France,Pays de la Loire,Bouguenais,47.18,-1.6236
India,Madhya Pradesh,Jatāra,25.0096,79.0487
Romania,Cluj,Câmpia Turzii,46.5486,23.88
Norway,Innlandet,Gjøvik,60.7957,10.6916
Zambia,Luapula,Kawambwa,-9.7914,29.0789
India,Mahārāshtra,Sāvda,21.15,75.88
Canada,New Brunswick,Riverview,46.0613,-64.8052
Philippines,Lanao del Sur,Kapay,8.08,124.4
Netherlands,Noord-Brabant,Nuenen,51.4667,5.55
Norway,Innlandet,Lillehammer,61.1161,10.4578
Cameroon,Ouest,Kekem,5.1667,10.0333
Italy,Sicilia,Rosolini,36.8167,14.95
Kyrgyzstan,Jalal-Abad,Toktogul,41.8826,72.9372
Mexico,Hidalgo,Chapulhuacán,21.1547,-98.9039
Romania,Ilfov,Buftea,44.57,25.95
Italy,Puglia,Palo del Colle,41.05,16.7
Italy,Lombardy,Romano di Lombardia,45.5167,9.75
Iran,Āz̄arbāyjān-e Sharqī,Hashtrūd,37.4758,47.0497
China,Qinghai,Qagan Us,36.3972,98.0122
Zambia,Northern,Mbala,-8.8333,31.3833
Liberia,Lofa,Foya Tangia,8.2713,-10.2283
Egypt,Al Gharbīyah,Şā al Ḩajar,30.9647,30.7683
Russia,Kostromskaya Oblast’,Buy,58.4833,41.5333
Spain,Andalusia,Baza,37.4833,-2.7667
Germany,Saxony,Coswig,51.1333,13.5833
United Kingdom,West Dunbartonshire,Dumbarton,55.95,-4.5667
Philippines,Misamis Oriental,Lugait,8.3411,124.2592
Syria,Rīf Dimashq,‘Adrā,33.6041,36.5146
India,Karnātaka,Chintalapalle,15.04,76.2
Slovakia,Trnava,Hlohovec,48.4311,17.8031
Austria,Niederösterreich,Mödling,48.0833,16.2667
India,Punjab,Sultanpur,31.2235,75.2041
India,Karnātaka,Honnāli,14.2399,75.6474
United States,Virginia,Merrifield,38.8731,-77.2426
Georgia,Imereti,Zest’aponi,42.1092,43.036
Mexico,Jalisco,La Resolana,19.3425,-104.2878
United Kingdom,West Sussex,Shoreham-by-Sea,50.834,-0.273
United States,Wisconsin,South Milwaukee,42.912,-87.8627
Brazil,Pernambuco,Chã Grande,-8.2378,-35.4619
Spain,Andalusia,Palma del Río,37.7,-5.2833
Japan,Aomori,Namioka,40.7,140.5833
Benin,Ouémé,Vakon,6.5167,2.5667
Russia,Tatarstan,Arsk,56.1,49.8833
Argentina,Entre Ríos,Santa Elena,-30.95,-59.8
Argentina,Santa Fe,Sunchales,-30.9333,-61.5667
Bolivia,Potosí,Ravelo,-18.7833,-65.55
Ethiopia,Āmara,Batī,11.1833,40.0167
France,Bourgogne-Franche-Comté,Le Creusot,46.8014,4.4411
United Kingdom,Lincolnshire,Gainsborough,53.4016,-0.7732
Italy,Lazio,Colleferro,41.7287,13.0031
France,Pays de la Loire,Carquefou,47.2975,-1.4914
United States,New Jersey,Jefferson,41.0003,-74.5531
Argentina,Córdoba,Laboulaye,-34.1167,-63.4
Romania,Braşov,Codlea,45.6969,25.4439
Argentina,Buenos Aires,Carmen de Patagones,-40.7833,-62.9667
Cuba,Villa Clara,Quemado de Güines,22.79,-80.2561
Philippines,Makati,Guadalupe Nuevo,14.5587,121.0446
United States,Ohio,Piqua,40.1506,-84.2441
Algeria,Bouira,Aomar,36.5,3.7667
India,Kerala,Maniyamturuttu,9.7943,76.4179
Belgium,Flanders,Torhout,51.05,3.1
Fiji,Rewa,Lami,-18.1167,178.4167
India,Madhya Pradesh,Sonkach,22.9717,76.3467
Netherlands,Noord-Brabant,Bladel,51.3667,5.2167
Morocco,Marrakech-Safi,Tamallalt,31.8289,-7.5261
United Kingdom,Hampshire,Hythe,50.869,-1.399
Czechia,Vysočina,Žďár nad Sázavou,49.5628,15.9392
France,Bretagne,Lannion,48.7333,-3.4542
India,Tamil Nādu,Vadamadurai,10.4408,78.0978
Uruguay,Canelones,La Paz,-34.7617,-56.2233
India,Tamil Nādu,Madipakkam,12.9623,80.1986
India,Tamil Nādu,Chennimalai,11.1638,77.6039
Portugal,Porto,Baião,41.1667,-8.0333
Turkey,Ankara,Bala,39.5539,33.1211
United States,Pennsylvania,Lower Southampton,40.1541,-74.9903
Brazil,Rio Grande do Sul,Carlos Barbosa,-29.2978,-51.5039
Czechia,Moravskoslezský Kraj,Bohumín,49.9042,18.3575
Canada,Ontario,Cobourg,43.9667,-78.1667
Japan,Chiba,Ōhara,35.2508,140.3886
Mexico,Guerrero,Atoyac de Álvarez,17.2,-100.4333
Mexico,Durango,Colonia General Felipe Ángeles,23.9167,-104.6
Turkey,Aksaray,Ortaköy,38.7361,34.0403
Cuba,Granma,Cauto Cristo,20.5571,-76.4727
Italy,Piedmont,Trecate,45.4333,8.7333
Japan,Fukushima,Nishigō,37.1417,140.1554
Japan,Hokkaidō,Bibai,43.3333,141.85
Tunisia,Monastir,Bekalta,35.6167,11
India,Uttar Pradesh,Muhammadābād,27.3333,79.5
Norway,Vestfold og Telemark,Horten,59.4172,10.4834
Sierra Leone,Eastern,Pendembu,8.0981,-10.6943
United States,New York,North Bay Shore,40.7602,-73.2617
Belgium,Flanders,Tielt,51,3.3167
Burma,Sagaing,Khampat,23.7823,94.1442
Japan,Shizuoka,Shimogamo,34.6795,138.9453
Canada,British Columbia,Cranbrook,49.5097,-115.7667
Czechia,Jihomoravský Kraj,Vyškov,49.2775,16.9989
India,Andhra Pradesh,Nellimarla,18.1667,83.4333
Burma,Ayeyarwady,Pantanaw,16.985,95.4656
Italy,Lazio,Grottaferrata,41.8,12.6667
Poland,Lubelskie,Lubartów,51.4667,22.6
United States,Illinois,Libertyville,42.287,-87.967
United States,Michigan,Adrian,41.8994,-84.0447
Philippines,Manila,Binondo,14.6,120.967
Paraguay,Cordillera,San Bernardino,-25.3044,-57.2938
India,Assam,Nahorkatiya,27.2891,95.3418
Iran,Eşfahān,Khvānsār,33.2208,50.3153
Philippines,Misamis Occidental,Sapang Dalaga,8.55,123.57
United States,Vermont,South Burlington,44.4622,-73.2202
United States,Maine,Westbrook,43.6954,-70.3539
France,Pays de la Loire,La Chapelle-sur-Erdre,47.2997,-1.5517
Brazil,Paraná,Capanema,-25.6719,-53.8089
Spain,Basque Country,Alza,43.3139,-1.9347
Brazil,Maranhão,Peritoró,-4.3828,-44.3328
France,Hauts-de-France,Saint-Pol-sur-Mer,51.0314,2.3439
Bosnia and Herzegovina,"Bosnia and Herzegovina, Federation of",Posušje,43.4722,17.3267
Colombia,Cesar,Becerril,9.7,-73.2833
Ukraine,Ternopilska Oblast,Kremenets,50.1081,25.7275
India,Bihār,Bhojpur Kadīm,25.5841,84.1265
France,Occitanie,Plaisance-du-Touch,43.5667,1.2972
Kyrgyzstan,Osh,Kurshab,40.6664,73.1367
France,Île-de-France,Longjumeau,48.6943,2.2958
Germany,North Rhine-Westphalia,Dülken,51.2522,6.3353
Morocco,Drâa-Tafilalet,Reçani,31.2859,-4.2751
Russia,Moskovskaya Oblast’,Khotkovo,56.25,38
Morocco,Casablanca-Settat,El Gara,33.1119,-7.4058
United States,Colorado,Golden,39.7406,-105.2118
Colombia,Huila,Timaná,1.9833,-75.95
Philippines,Lanao del Norte,Magsaysay,8.03,123.92
Congo (Brazzaville),Pool,Mindouli,-4.2747,14.3575
United Kingdom,Fermanagh and Omagh,Omagh,54.598,-7.309
India,Kerala,Kizhāttūr,11.05,76.2167
United States,Ohio,Sidney,40.2891,-84.1667
Spain,Andalusia,Atarfe,37.2229,-3.6899
Morocco,Béni Mellal-Khénifra,Sidi Jaber,32.3833,-6.4167
Philippines,Biliran,Kawayan,11.7,124.37
Portugal,Setúbal,Costas de Cão,38.664,-9.2
Portugal,Setúbal,Caparica,38.6683,-9.19
United States,Ohio,Painesville,41.724,-81.2536
Colombia,Cesar,San Martín,8.0472,-73.5153
France,Île-de-France,Saint-Cyr-l’École,48.8008,2.0633
Germany,North Rhine-Westphalia,Fröndenberg,51.4719,7.7658
Germany,Rhineland-Palatinate,Haßloch,49.3631,8.2558
Vietnam,Điện Biên,Mường Lay,22.0678,103.1506
United States,Virginia,Buckhall,38.7239,-77.4476
Brazil,Minas Gerais,Paraisópolis,-22.5539,-45.78
Ecuador,Pichincha,Puerto Quito,0.1272,-79.2531
France,Île-de-France,La Celle-Saint-Cloud,48.8411,2.1344
India,Kerala,Keevallur,11.9167,75.55
United States,Virginia,Culpeper,38.4704,-78.0001
Algeria,Djelfa,’Aïn el Bell,34.35,3.2167
Russia,Sverdlovskaya Oblast’,Sysert,56.5,60.8167
Burkina Faso,Boucle du Mouhoun,Fara,11.5333,-2.7667
United Kingdom,Kent,Faversham,51.3177,0.8928
Japan,Kōchi,Susaki,33.3925,133.2931
Portugal,Aveiro,Mealhada,40.3781,-8.4514
Chad,Tandjilé,Laï,9.4,16.3
Egypt,Qinā,Jarājūs,25.8681,32.7566
Portugal,Viseu,Cinfães,41.0667,-8.0833
Brazil,Bahia,Conde,-11.8139,-37.6108
Thailand,Nakhon Si Thammarat,Pak Phanang,8.3511,100.202
Brazil,Ceará,Itatira,-4.6072,-39.6541
India,Odisha,Baud,20.84,84.32
Greece,Dytikí Elláda,Aígio,38.2506,22.0811
United States,Massachusetts,Sandwich,41.7137,-70.4851
Russia,Penzenskaya Oblast’,Nizhniy Lomov,53.5167,43.6667
Panama,Panamá,Chepo,9.1678,-79.0935
India,Kerala,Koipādi,12.5846,74.9404
Kazakhstan,Almaty,Zhetigen,43.6743,77.1082
Ukraine,Ivano-Frankivska Oblast,Dolyna,48.9706,24.0111
United States,Illinois,Frankfort,41.4892,-87.8363
Brazil,Minas Gerais,Lambari,-21.9758,-45.35
Indonesia,Kalimantan Tengah,Kuala Pembuang,-3.3871,112.5434
Brazil,Paraná,Campo Magro,-25.3689,-49.4508
United States,California,Lomita,33.7933,-118.3175
Thailand,Phichit,Phichit,16.4431,100.3467
Brazil,Minas Gerais,Jaboticatubas,-19.5139,-43.745
India,Kerala,Pariyāram,12.0732,75.2917
Colombia,Nariño,San Lorenzo,1.5039,-77.2178
Germany,Bavaria,Lichtenfels,50.1333,11.0333
Algeria,Adrar,Reggane,26.7203,0.1728
Algeria,Tizi Ouzou,’Aïn el Hammam,36.5714,4.3097
Guatemala,Escuintla,Iztapa,13.9331,-90.7075
Italy,Tuscany,Follonica,42.9189,10.7614
Brazil,Minas Gerais,Buritis,-15.6178,-46.4228
Germany,Baden-Württemberg,Korntal-Münchingen,48.8306,9.1214
China,Hainan,Donggou,19.5911,110.9239
France,Île-de-France,Mitry-Mory,48.9833,2.6167
Germany,North Rhine-Westphalia,Ochtrup,52.2056,7.1903
Germany,Lower Saxony,Uetze,52.4661,10.2039
Hungary,Komárom-Esztergom,Komárom,47.74,18.1217
India,Kerala,Puduppalli Kunnam,9.15,76.4833
Ukraine,Luhanska Oblast,Sukhodilsk,48.35,39.7167
Germany,Mecklenburg-Western Pomerania,Neustrelitz,53.3647,13.0636
India,Tamil Nādu,Chokkampatti,9.1259,77.3634
United States,Virginia,Meadowbrook,37.4301,-77.474
France,Nouvelle-Aquitaine,Bruges,44.8836,-0.6114
Madagascar,Toamasina,Beforona,-18.9719,48.5759
Poland,Wielkopolskie,Koło,52.2,18.6333
China,Guangxi,Longbangcun,22.8833,106.3333
Brazil,Santa Catarina,Jaguaruna,-28.615,-49.0258
India,Jhārkhand,Barki Saria,24.1759,85.8894
India,Bihār,Rāmnagar Farsāhi,25.8904,87.1284
Brazil,Rio de Janeiro,Porto Real,-22.42,-44.29
United Kingdom,Hampshire,Sandhurst,51.349,-0.8
Philippines,Cebu,Samboan,9.5288,123.3064
Ukraine,Lvivska Oblast,Sokal,50.4833,24.2833
United States,Hawaii,Makakilo,21.3591,-158.0813
Madagascar,Antananarivo,Alatsinainy-Bakaro,-19.323,47.6813
Spain,Catalonia,Calella,41.6128,2.6575
India,Kerala,Kūttampala,12.1216,75.4829
Italy,Veneto,Feltre,46.0167,11.9
United States,Texas,Portland,27.8942,-97.3278
El Salvador,La Libertad,San Pablo Tacachico,13.9833,-89.3333
Japan,Shizuoka,Kanaya,34.8345,138.1267
United States,New York,North Amityville,40.7005,-73.4119
Spain,Catalonia,Rosas,42.2631,3.1831
China,Yunnan,Yangping,27.7352,100.607
Germany,Baden-Württemberg,Giengen an der Brenz,48.6217,10.245
Italy,Lombardy,Cormano,45.55,9.1667
Spain,Basque Country,Hernani,43.2667,-1.9667
United Kingdom,Leeds,Rothwell,53.7485,-1.478
India,Tamil Nādu,Karaiyāmpudūr,11.0077,77.2942
Norway,Rogaland,Frøyland,58.9167,5.85
Norway,Rogaland,Høyland,58.6833,5.5833
United States,New Jersey,Hazlet,40.4265,-74.1712
Czechia,Středočeský Kraj,Mělník,50.3519,14.475
Belgium,Flanders,Blankenberge,51.3,3.1167
Costa Rica,Cartago,Sartalillo,9.9759,-84.0232
Uganda,Kanungu,Kihihi,-0.7489,29.7003
Brazil,Pernambuco,Flores,-7.8658,-37.975
France,Hauts-de-France,Grande-Synthe,51.0139,2.3028
United States,Pennsylvania,Whitpain,40.1578,-75.2769
United States,New Jersey,Middle,39.0852,-74.8337
United Kingdom,Kent,Deal,51.2226,1.4006
India,Madhya Pradesh,Harpālpur,25.2877,79.3328
Bosnia and Herzegovina,"Srpska, Republika",Bratunac,44.1839,19.3308
United States,Pennsylvania,Lower Allen,40.2082,-76.9287
Canada,Northwest Territories,Yellowknife,62.4709,-114.4053
India,Andhra Pradesh,Makhtal,16.5012,77.5156
India,Gujarāt,Mundra,22.85,69.73
Algeria,Sétif,Tala Yfassene,36.4583,5.0889
Bolivia,Oruro,Huanuni,-18.29,-66.8383
Kyrgyzstan,Osh,Kashkar-Kyshtak,40.6223,72.831
United States,Massachusetts,Marblehead,42.4992,-70.8639
Hungary,Pest,Gyömrő,47.4353,19.3986
Italy,Campania,Trentola,40.9762,14.1773
Somalia,Bari,Dan Gorayo,8.7269,49.3416
United States,Michigan,Monroe,41.9155,-83.3849
United Kingdom,Durham,Peterlee,54.76,-1.33
Brazil,Minas Gerais,Monte Azul,-15.1553,-42.8589
Mexico,Oaxaca,Santa María Chilchotla,18.2333,-96.8167
India,Punjab,Dharmkot,30.9456,75.2324
France,Grand Est,Sarreguemines,49.11,7.07
Spain,Valencia,Benicasim,40.0553,0.0642
Norway,Viken,Nesoddtangen,59.8086,10.6556
Germany,Lower Saxony,Duderstadt,51.5125,10.2597
Iran,Fārs,Farāshband,28.8617,52.0936
Denmark,Hovedstaden,Farum,55.8099,12.3623
Mali,Ségou,Fangasso,13.5333,-4.45
France,Provence-Alpes-Côte d’Azur,L’Isle-sur-la-Sorgue,43.9199,5.0549
India,Madhya Pradesh,Baihar,22.1013,80.5497
United Kingdom,Sandwell,Wednesbury,52.552,-2.019
Taiwan,Hualien,Xincheng,24.0514,121.6083
Paraguay,Misiones,Santa Rosa,-26.8873,-56.849
Poland,Wielkopolskie,Rawicz,51.6092,16.8575
India,Bihār,Katākos,25.3339,87.6715
Serbia,Senta,Senta,45.9314,20.09
Turkey,Ağrı,Diyadin,39.54,43.6772
Germany,North Rhine-Westphalia,Telgte,51.9819,7.7856
Honduras,Yoro,Santa Rita,15.2001,-87.8841
Iran,Eşfahān,Khowrzūq,32.7783,51.6478
Mexico,Veracruz,Las Vigas de Ramírez,19.6369,-97.1
India,Andhra Pradesh,Chandragiri,13.5833,79.3167
Poland,Zachodniopomorskie,Gryfino,53.2531,14.4875
United States,California,East Hemet,33.7301,-116.941
Morocco,Marrakech-Safi,Sidi Chiker,31.7453,-8.7069
United Kingdom,North Lanarkshire,Bellshill,55.816,-4.026
Japan,Ehime,Tobe,33.75,132.8
Thailand,Tak,Tak,16.8711,99.125
United States,California,Lennox,33.938,-118.3586
Colombia,Antioquia,Abejorral,5.7894,-75.4281
Brazil,Bahia,São Felipe,-12.8469,-39.0889
Morocco,Marrakech-Safi,Tidili Masfiywat,31.4667,-7.6167
Philippines,Parañaque,San Martin De Porres,14.4817,121.0425
India,Bihār,Bīrpur,25.5209,85.4614
Brazil,Sergipe,Salgado,-11.0319,-37.475
Colombia,Guainía,Inírida,3.8653,-67.9239
Brazil,Maranhão,Cândido Mendes,-1.4467,-45.7167
Japan,Chiba,Shisui,35.7167,140.2667
Spain,Galicia,Lalín,42.65,-8.1167
Brazil,Ceará,Chorozinho,-4.3003,-38.4978
Germany,Saxony,Reichenbach/Vogtland,50.6167,12.3
India,Bihār,Shāmgarh,25.8935,86.8759
Switzerland,Vaud,Nyon,46.3833,6.2333
Guatemala,Zacapa,Teculután,14.9831,-89.5667
Colombia,Bolívar,Simití,7.9667,-73.95
Colombia,Antioquia,Concordia,6.049,-75.909
Colombia,Cundinamarca,Tenjo,4.9167,-74.1667
Italy,Lazio,Minturno,41.2667,13.75
India,Andhra Pradesh,Gopavaram,14.7841,78.5729
India,Mahārāshtra,Devrukh,17.065,73.6158
Germany,Baden-Württemberg,Tettnang,47.6708,9.5875
Papua New Guinea,East New Britain,Kokopo,-4.35,152.2736
United States,Wisconsin,Howard,44.5703,-88.0928
India,Tamil Nādu,Pulicat,13.4161,80.3168
Japan,Hokkaidō,Rumoi,43.9408,141.6369
Australia,Victoria,Wodonga,-36.1214,146.8881
India,Andhra Pradesh,Parkāl,18.2,79.7167
United States,Maryland,Westminster,39.5796,-77.0067
United Kingdom,Cambridgeshire,Ely,52.3981,0.2622
United States,New Jersey,Morristown,40.7967,-74.4772
Brazil,Minas Gerais,Ervália,-20.84,-42.6569
Colombia,Tolima,Rovira,4.25,-75.3333
Italy,Campania,Vico Equense,40.6667,14.4333
Thailand,Chiang Rai,Ban Wiang Phan,20.4128,99.8853
India,Andhra Pradesh,Chodavaram,17.8333,82.95
United States,New York,Lynbrook,40.6579,-73.6742
Philippines,Bohol,Danao,10.02,124.27
India,Punjab,Husainpur,31.3387,75.1969
Malta,Mosta,Mosta,35.9097,14.4261
Costa Rica,Alajuela,Aguas Zarcas,10.4223,-84.3554
France,Occitanie,Cugnaux,43.5386,1.3444
Germany,Baden-Württemberg,Schopfheim,47.65,7.8167
India,Jammu and Kashmīr,Rāipura,32.788,74.7785
Mali,Ségou,Touna,13.1172,-5.8303
Germany,Baden-Württemberg,Oberkirch,48.5333,8.0833
Russia,Tverskaya Oblast’,Bologoye,57.8833,34.05
France,Bourgogne-Franche-Comté,Beaune,47.025,4.8397
Italy,Veneto,Abano Terme,45.3619,11.7924
Turkey,Aydın,Sultanhisar,37.8897,28.1575
United States,New York,Ogden,43.1646,-77.822
China,Hebei,Zhangjiazhuang,39.7507,118.3497
India,Uttar Pradesh,Samthar,25.84,78.9
United States,Oregon,Sherwood,45.3594,-122.8427
Ethiopia,Bīnshangul Gumuz,Āsosa,10.0667,34.5167
Australia,Queensland,Coomera,-27.8722,153.3147
India,Karnātaka,Belūr,13.1629,75.8571
Brazil,Pernambuco,Parnamirim,-8.0906,-39.5783
Taiwan,Hsinchu,Xionglin,24.7742,121.0964
Philippines,Zamboanga del Norte,Piñan,8.4822,123.45
Germany,Thuringia,Greiz,50.6547,12.1997
India,Kerala,Edakkunnam,9.5333,76.8333
India,Madhya Pradesh,Khilchipur,24.0394,76.578
Germany,North Rhine-Westphalia,Holzminden,51.8297,9.4483
Turkey,Bingöl,Solhan,38.9681,41.0536
Morocco,Béni Mellal-Khénifra,Afourar,32.2167,-6.5
Belgium,Flanders,Kortenberg,50.8865,4.5412
United States,Arkansas,Centerton,36.3566,-94.2971
Thailand,Ratchaburi,Ban Tha Pha,13.8454,99.8652
Honduras,Santa Bárbara,Azacualpa,15.3441,-88.5515
Poland,Wielkopolskie,Gostyń,51.8792,17.0125
Costa Rica,San José,San Francisco,9.9083,-84.0582
Italy,Campania,Sessa Aurunca,41.2333,13.9333
India,Bihār,Chāndpur,25.5059,87.2488
Portugal,Santarém,Entroncamento,39.4667,-8.4667
Mexico,Veracruz,Vega de Alatorre,19.9833,-96.675
India,Tamil Nādu,Pennāgaram,12.1343,77.8952
Netherlands,Utrecht,Rhenen,51.9597,5.5689
Germany,Saarland,Blieskastel,49.2333,7.25
India,Tamil Nādu,Tondi,9.7417,79.0177
Azerbaijan,Ağsu,Ağsu,40.5703,48.4009
Azerbaijan,Ağstafa,Ağstafa,41.1189,45.4539
Kyrgyzstan,Jalal-Abad,Mayluu-Suu,41.2457,72.448
Ukraine,Lvivska Oblast,Stebnyk,49.3,23.5667
Uzbekistan,Andijon,Xo‘jaobod,40.6653,72.5667
Italy,Piedmont,Rivalta di Torino,45.034,7.5184
